200	205	178	173	170	145	122	101	104	125	130	109	90	97	116	125	136	157	146	169	180	193	170	149	130	117	106	89	74	85	72	61	50	41	34	29	20	17	10	5	8	5	10	9	4	1	2	1	2	1	
232	245	218	205	180	157	136	117	106	97	116	109	104	125	122	101	82	85	68	65	64	65	50	49	50	37	36	37	40	53	68	85	90	73	80	65	52	41	32	25	18	13	10	9	10	13	8	5	2	1	
122	145	170	169	170	145	122	121	100	101	82	65	64	65	50	37	36	25	16	9	10	17	26	29	20	25	32	41	50	41	34	45	40	29	20	25	18	13	10	17	16	9	10	5	8	5	4	1	2	1	
104	85	82	65	68	73	90	109	116	97	106	89	100	85	72	61	50	61	74	65	80	73	58	53	68	65	50	37	40	45	34	29	26	25	36	37	26	17	16	9	4	5	8	5	2	1	2	1	2	1	
130	137	146	125	116	97	90	109	104	85	68	73	58	45	52	61	50	41	52	65	80	89	106	97	90	73	68	53	40	29	26	25	26	17	10	5	8	13	18	13	10	17	16	17	10	13	8	5	2	1	
320	337	306	277	296	325	346	377	400	369	340	313	290	265	244	221	202	181	200	181	202	185	164	145	128	113	100	85	98	113	100	89	74	61	52	41	34	29	26	17	10	13	18	25	20	13	10	5	2	1	
50	37	26	29	34	25	20	13	10	9	4	5	8	13	18	25	20	29	26	25	16	17	10	5	2	1	2	5	8	5	10	9	10	5	8	13	10	17	20	29	26	25	16	9	10	5	4	5	2	1	
100	113	98	85	72	61	50	61	74	65	52	45	34	29	26	37	50	65	68	85	104	109	130	125	122	121	122	101	100	81	64	49	36	37	26	17	20	25	18	13	8	13	10	5	2	5	4	5	2	1	
520	477	466	425	436	449	410	397	360	325	292	261	274	305	320	289	260	233	208	193	170	157	136	125	106	89	100	85	74	61	72	61	52	41	50	41	34	25	18	13	10	5	2	1	2	5	4	1	2	1	
90	97	106	117	100	85	72	61	52	45	34	41	50	61	74	89	80	65	52	45	40	37	26	29	20	13	8	5	4	5	2	1	2	5	10	13	18	25	20	29	26	37	36	25	16	9	4	5	2	1	
164	145	128	113	100	85	74	89	80	97	116	109	104	125	122	101	82	65	50	49	50	37	36	25	26	37	40	45	34	29	20	17	16	17	20	13	8	5	4	1	2	1	2	5	4	5	8	5	2	1	
128	145	162	181	202	225	208	185	164	149	170	193	218	205	194	221	212	205	178	185	160	169	180	157	136	117	100	113	98	85	72	61	50	41	34	25	20	13	10	5	2	1	2	1	4	5	2	5	4	1	
388	353	320	289	306	277	250	269	290	317	340	313	338	313	340	317	296	277	260	233	218	193	180	157	136	125	106	89	100	113	98	85	74	65	58	53	40	29	26	37	36	25	16	17	10	9	10	5	4	1	
148	125	104	85	90	109	130	137	160	169	180	157	146	125	116	97	80	65	58	73	68	65	82	101	122	121	144	145	122	101	82	65	64	49	50	53	68	73	58	45	34	29	20	13	18	13	10	5	4	1	
16	17	20	29	26	25	36	37	40	45	34	41	50	41	52	45	40	29	26	17	16	17	20	13	8	5	10	9	10	5	2	1	2	5	10	13	18	25	20	17	16	17	10	13	18	13	8	5	4	1	
58	65	80	97	106	117	130	149	170	157	180	193	218	245	232	221	194	185	212	241	234	205	178	153	130	109	90	73	68	65	50	53	40	29	26	37	36	25	26	29	34	25	32	25	18	13	10	5	2	1	
58	53	40	45	34	41	32	41	50	61	72	85	98	85	100	89	74	65	80	97	116	109	130	125	122	121	122	101	100	81	82	85	90	73	68	65	64	49	50	37	36	25	26	17	10	5	4	1	2	1	
148	125	104	101	82	85	68	73	90	109	130	137	160	169	146	157	170	149	130	113	100	85	74	61	52	41	34	25	32	41	34	25	18	13	8	5	2	5	4	9	10	5	2	1	4	5	2	1	2	1	
244	221	200	181	162	145	164	149	170	193	218	205	180	157	136	125	116	137	130	109	90	97	106	89	80	65	52	61	50	41	32	41	34	25	20	13	8	13	18	25	34	29	20	17	26	25	16	9	4	1	
58	53	50	65	82	85	68	73	90	97	80	89	100	113	130	117	106	125	116	109	104	101	122	145	144	121	100	81	64	49	36	25	26	29	20	17	16	17	10	5	4	1	2	5	8	13	10	9	4	1	
90	85	104	109	130	153	148	173	200	197	170	169	196	197	200	205	178	153	130	125	122	121	100	81	64	49	50	37	36	37	50	65	68	53	40	29	26	25	26	17	16	17	20	25	18	13	8	5	2	1	
20	29	34	45	52	65	74	89	80	73	58	53	40	37	36	25	26	17	20	13	18	25	32	41	34	25	20	13	8	5	10	17	16	9	10	17	20	13	18	25	32	41	34	25	20	13	8	5	2	1	
74	61	50	41	34	45	40	29	26	25	16	9	10	17	20	13	18	13	8	5	2	5	4	5	10	9	16	17	20	25	32	41	34	29	26	37	50	49	36	25	16	17	10	9	10	5	4	1	2	1	
148	153	178	173	200	205	212	241	234	265	298	293	290	257	256	225	196	197	200	205	178	173	170	145	148	153	130	125	122	121	100	101	104	85	82	65	68	53	50	49	36	25	26	17	16	9	10	5	4	1	
250	241	234	205	178	153	160	185	194	169	146	137	130	125	148	145	122	101	82	85	68	65	50	49	64	81	82	85	90	73	68	65	50	53	40	29	26	25	16	9	4	5	8	13	10	9	4	5	2	1	
234	241	212	221	250	261	274	245	232	205	218	193	170	149	130	113	128	113	98	85	100	117	136	125	106	97	80	73	58	53	50	37	40	29	26	17	20	25	34	45	52	41	32	25	18	13	8	5	4	1	
34	25	20	29	26	25	36	37	26	29	40	53	50	49	50	37	40	53	58	65	74	85	100	113	98	113	100	117	106	89	80	65	74	85	72	61	52	45	34	29	20	25	18	13	10	5	4	5	2	1	
8	5	2	1	4	9	10	17	16	25	26	29	20	13	18	25	32	41	52	65	80	89	100	85	72	61	52	45	58	65	80	73	68	85	82	65	50	49	50	37	36	37	26	17	16	9	10	5	2	1	
356	337	370	405	388	353	338	305	320	289	260	277	250	225	208	193	170	149	136	125	116	97	106	89	80	65	58	73	90	109	130	125	104	101	82	81	64	49	50	65	68	53	40	29	26	17	16	9	4	1	
296	277	250	269	290	313	288	265	244	221	202	181	164	145	130	149	136	157	180	169	146	125	116	137	160	153	130	109	90	73	58	45	40	37	36	25	26	17	16	9	4	1	2	5	10	17	16	9	4	1	
306	277	250	225	202	181	200	181	164	149	170	193	218	205	194	185	178	205	200	173	148	125	130	109	90	73	80	89	74	65	52	45	40	37	36	25	16	17	20	13	10	5	2	5	4	1	2	5	4	1	
82	65	68	73	58	53	50	49	50	37	26	25	26	37	40	29	34	45	52	41	32	25	18	13	20	25	34	29	26	17	16	25	26	29	40	45	34	41	32	25	20	13	8	5	10	9	4	5	2	1	
160	153	130	137	116	109	90	85	68	53	58	73	80	97	106	117	136	149	130	113	128	113	100	85	72	61	52	41	34	25	20	13	8	13	18	25	20	17	10	9	4	1	2	5	10	9	10	5	4	1	
10	13	8	5	2	5	4	5	8	13	10	9	16	17	26	29	40	53	50	65	68	73	58	45	52	41	50	61	52	41	32	25	18	25	34	29	20	17	26	25	16	9	10	5	4	5	2	1	2	1	
136	125	106	97	116	109	130	153	178	173	170	145	144	121	122	125	104	85	90	73	80	65	74	61	52	41	50	41	32	25	18	13	8	13	20	17	16	25	36	49	50	37	26	17	10	9	4	5	2	1	
72	61	52	41	50	61	74	65	52	45	40	29	26	25	26	17	20	25	32	41	52	45	34	25	18	13	10	5	2	1	2	1	2	5	4	9	10	17	16	25	26	17	20	13	8	5	4	1	2	1	
386	349	360	325	314	281	292	261	232	205	180	169	146	125	106	89	80	97	90	85	82	101	122	121	122	101	100	81	82	65	64	49	36	37	50	65	68	53	40	29	20	17	26	25	16	9	10	5	2	1	
36	25	16	17	20	29	26	37	40	53	50	65	68	85	90	73	58	45	52	41	34	25	32	25	18	13	10	5	2	5	4	1	2	1	4	5	10	9	16	17	10	5	2	5	4	9	10	5	2	1	
72	61	52	45	40	29	34	41	32	25	18	25	34	41	52	65	80	73	68	65	64	81	100	101	82	65	68	53	58	65	52	45	34	41	32	25	34	29	26	17	10	13	18	25	20	13	8	5	4	1	
18	13	20	29	40	37	36	25	26	17	16	17	26	37	40	45	52	61	50	41	52	61	72	85	100	113	130	145	128	113	98	85	74	65	58	73	80	97	90	85	68	53	40	37	36	25	16	9	4	1	
202	225	208	185	164	149	136	117	100	85	74	61	52	41	34	25	18	13	8	5	2	1	4	5	8	13	10	9	10	13	20	25	18	13	10	9	16	17	26	29	20	13	10	5	4	5	8	5	4	1	
146	157	136	125	106	117	100	85	72	61	74	65	58	73	80	97	116	109	130	125	122	101	104	85	82	65	68	53	40	29	34	25	18	13	8	5	2	1	4	5	10	17	16	9	10	5	2	1	2	1	
80	97	90	109	116	137	160	153	130	125	104	101	82	81	64	65	50	53	68	85	90	73	58	45	40	37	26	29	34	25	32	41	52	61	74	65	58	45	34	25	18	13	8	5	10	9	4	5	2	1	
170	157	136	149	130	117	100	113	98	85	74	61	72	85	74	61	52	45	58	53	40	37	26	17	16	25	26	17	20	29	34	45	52	61	74	85	98	85	74	61	50	41	32	25	18	13	10	9	4	1	
136	149	164	181	200	221	244	225	208	193	218	205	194	185	160	169	146	137	130	125	104	101	82	65	50	37	40	45	34	25	32	25	18	13	10	5	8	13	10	5	2	1	4	9	10	5	2	5	4	1	
8	5	10	9	16	25	26	17	10	13	18	13	10	5	2	1	4	9	16	17	26	29	34	25	32	41	34	45	52	65	58	53	40	37	50	49	36	25	26	29	20	25	18	13	10	9	10	5	2	1	
208	193	170	157	136	117	106	97	80	65	52	45	34	29	20	17	10	13	8	5	10	9	4	5	2	1	2	5	8	13	10	17	26	29	20	25	32	41	34	45	40	29	20	25	18	13	10	5	4	1	
90	73	80	89	100	85	74	61	52	41	34	45	40	53	68	65	82	85	104	109	116	125	136	117	130	145	128	113	98	85	72	61	50	41	32	25	20	29	26	37	36	25	16	17	10	9	10	5	4	1	
58	65	52	45	40	37	36	25	26	29	34	41	50	61	74	85	72	85	98	113	130	117	100	89	106	97	90	73	58	53	40	37	26	25	16	17	10	9	10	5	8	5	2	1	4	5	8	5	4	1	
100	89	80	73	58	53	40	37	50	65	82	101	100	121	122	145	170	173	148	125	104	85	82	65	50	49	36	25	26	29	20	17	10	9	10	13	8	5	10	9	10	13	18	13	8	5	2	1	2	1	
338	313	340	317	346	325	296	277	260	245	232	221	194	185	178	173	148	125	130	153	160	137	146	125	136	149	130	117	106	97	80	65	52	45	40	29	20	25	34	41	50	41	32	25	18	13	10	5	2	1	
52	41	32	25	34	41	50	61	72	61	52	45	40	53	58	65	80	89	106	125	136	117	130	149	164	145	128	145	130	113	100	89	74	65	80	97	90	85	68	53	58	45	40	29	26	25	16	9	4	1	
68	85	90	73	58	45	40	37	50	49	64	65	82	81	82	101	104	109	116	97	80	65	52	61	50	41	32	41	34	25	18	13	10	5	2	5	8	13	20	25	34	29	26	17	10	9	10	5	4	1	
160	169	194	221	212	241	250	281	292	261	274	305	320	337	306	289	260	245	232	205	218	193	180	157	146	137	130	125	122	121	122	125	104	109	116	125	106	89	74	61	52	41	32	25	18	13	10	5	2	1	
360	349	314	281	250	241	212	221	232	261	292	305	320	289	260	233	208	193	180	169	160	153	130	137	146	125	106	97	90	73	80	65	58	53	68	65	50	37	40	29	26	17	20	13	8	5	4	1	2	1	
180	193	170	157	136	125	116	109	104	125	122	101	82	81	82	65	64	49	36	37	40	45	34	29	26	17	10	9	16	17	26	37	50	53	40	45	58	65	74	61	52	41	34	29	20	13	10	5	2	1	
340	313	338	313	290	265	242	221	202	185	164	145	128	113	130	149	136	125	116	97	80	73	68	53	58	65	52	41	34	25	20	17	10	13	18	13	10	5	8	5	4	1	2	1	2	5	10	9	4	1	
10	9	10	13	18	13	10	17	26	37	36	37	40	45	52	61	72	85	100	117	130	149	136	125	106	97	116	109	90	85	68	73	58	53	50	65	64	65	50	49	36	37	26	17	16	9	10	5	2	1	
50	53	68	85	104	101	100	101	122	145	170	197	200	229	234	265	272	281	292	261	250	221	212	205	178	153	148	125	104	109	116	97	80	89	100	85	72	85	74	65	58	45	40	29	20	17	16	9	4	1	
320	337	306	325	296	277	260	233	218	245	232	221	212	205	234	265	298	293	260	229	200	173	148	125	130	109	104	101	122	145	144	145	122	101	100	81	82	65	50	49	50	37	26	29	20	17	10	5	4	1	
100	101	122	125	148	173	170	197	200	205	178	153	130	109	104	85	68	73	58	53	40	29	20	13	18	25	32	25	20	13	8	5	2	1	4	5	10	17	20	25	32	41	34	25	20	13	8	5	2	1	
578	533	490	449	436	397	386	377	340	349	314	305	272	281	292	325	360	373	338	305	274	261	232	221	212	185	178	153	130	109	116	97	106	125	136	117	100	85	74	65	58	45	34	25	18	13	10	5	2	1	
160	137	146	125	136	117	100	89	80	73	68	53	50	37	26	17	20	13	10	9	4	5	8	13	18	25	34	29	40	45	52	41	50	61	74	85	72	61	52	41	32	25	34	29	20	17	10	5	2	1	
106	89	100	113	128	145	164	149	170	157	146	137	116	109	104	125	122	101	100	81	82	65	50	53	40	45	34	29	20	13	18	25	20	17	16	17	20	13	10	5	4	5	8	5	2	1	4	5	2	1	
314	281	272	265	234	205	212	241	250	261	292	305	320	289	260	277	250	269	290	265	244	225	202	185	170	157	136	117	100	113	98	113	130	117	106	89	74	65	52	41	50	41	34	29	20	13	8	5	2	1	
82	65	50	37	36	37	40	29	26	17	20	13	8	5	2	5	4	5	10	9	10	13	20	17	16	25	26	37	50	53	68	65	64	49	36	37	26	17	20	13	8	5	10	17	16	9	4	1	2	1	
242	265	244	221	200	181	202	225	208	193	180	157	146	125	106	117	130	113	100	89	74	65	80	73	58	45	34	29	40	37	26	25	26	29	20	17	16	17	20	25	18	13	8	5	10	9	10	5	2	1	
104	85	68	65	50	53	40	29	20	25	34	41	32	25	20	29	34	41	52	65	58	73	68	53	50	65	64	49	50	65	82	85	90	73	58	45	34	29	20	13	8	5	10	9	10	13	8	5	2	1	
260	289	274	261	250	241	234	229	200	197	196	169	170	173	148	145	122	125	104	109	90	85	68	73	80	65	58	45	40	37	36	37	50	53	40	29	26	17	20	13	8	5	2	1	2	1	2	5	4	1	
80	73	68	53	40	29	26	37	50	49	36	25	16	17	20	13	18	25	32	41	50	41	34	29	20	13	8	5	4	5	2	1	4	5	2	1	4	5	10	9	16	17	20	13	10	5	8	5	2	1	
34	25	20	17	10	9	4	5	8	5	4	1	2	1	2	1	4	5	10	17	26	29	40	53	58	73	90	109	130	125	104	85	82	65	64	65	82	85	68	53	40	37	26	17	10	5	8	5	4	1	
482	505	468	445	410	377	346	325	296	277	250	233	260	289	306	337	320	305	274	245	218	205	180	193	208	185	202	181	164	145	130	113	98	85	74	65	52	61	50	41	32	25	18	13	8	5	4	1	2	1	
26	37	40	45	52	41	34	29	20	13	8	5	4	9	10	5	2	5	8	13	10	17	26	37	36	25	16	9	10	17	20	25	34	41	50	61	52	45	34	25	18	13	8	13	10	5	4	5	2	1	
146	125	116	109	130	125	104	85	90	73	80	89	74	61	52	65	58	53	68	65	64	81	82	65	68	53	50	49	50	37	36	37	26	17	16	9	10	13	20	25	18	13	10	5	8	5	4	1	2	1	
144	169	170	173	148	145	122	121	100	101	82	65	68	53	40	45	34	25	32	41	34	29	20	25	18	13	8	5	4	1	2	5	10	17	26	25	26	17	16	9	10	13	20	25	18	13	8	5	4	1	
128	145	130	117	106	89	74	85	72	61	52	41	32	41	50	61	52	45	34	29	20	13	18	13	8	5	10	9	16	17	26	37	36	25	26	17	10	13	18	13	8	5	2	5	4	1	2	5	4	1	
272	241	250	261	274	289	260	245	232	221	212	185	160	153	178	173	148	125	122	121	100	81	64	65	50	49	36	37	40	29	34	25	20	13	8	5	4	5	2	1	4	9	10	13	8	5	2	1	2	1	
146	157	136	117	130	113	100	89	106	97	80	73	68	65	50	49	50	37	36	37	26	29	34	25	32	25	34	45	52	65	58	53	50	37	40	29	26	17	20	13	10	5	8	5	4	5	2	1	2	1	
82	65	68	53	40	37	36	25	26	37	40	29	20	17	10	9	16	17	10	13	8	5	2	1	2	5	8	5	4	9	10	5	2	1	4	9	16	25	36	37	40	45	34	25	20	13	8	5	2	1	
292	261	232	245	218	193	170	149	136	117	100	89	74	65	80	97	90	73	58	53	40	45	34	29	20	25	32	41	50	61	72	85	74	61	52	65	58	45	40	29	34	25	18	13	8	5	4	1	2	1	
208	185	164	181	162	145	164	149	130	113	98	113	128	145	130	117	100	89	74	65	52	41	50	41	32	25	34	29	40	37	26	25	26	17	10	9	10	13	8	13	20	25	34	29	26	25	16	9	4	1	
146	137	116	109	104	125	130	153	178	173	170	197	196	197	170	169	144	145	122	125	148	153	130	137	116	109	104	101	100	101	82	81	82	65	50	37	26	25	36	37	26	17	10	9	10	13	8	5	4	1	
104	125	122	121	144	145	122	101	82	81	100	101	82	65	50	37	36	37	50	53	58	65	74	61	72	61	50	41	52	45	34	29	20	25	32	41	52	65	58	45	34	25	20	13	8	13	10	5	4	1	
136	149	164	181	200	221	202	225	208	193	218	245	232	205	180	169	160	153	148	125	130	137	146	125	116	109	90	73	68	53	50	65	64	49	50	37	26	29	20	13	8	5	10	17	16	9	10	5	2	1	
466	425	416	457	450	409	370	377	386	349	314	325	292	261	232	245	218	193	180	157	146	137	116	125	106	89	74	85	72	61	50	61	52	41	32	25	18	25	34	45	58	53	40	29	20	13	10	5	4	1	
296	317	340	369	394	365	338	313	288	265	244	221	200	181	164	185	170	149	136	125	146	169	160	137	130	109	90	73	68	65	50	53	58	65	74	61	52	41	32	25	18	25	20	13	10	9	10	5	2	1	
82	81	64	49	50	37	36	37	26	17	20	29	34	41	50	61	74	65	80	89	100	113	98	85	100	89	74	65	58	53	50	49	50	37	36	25	26	17	20	13	8	5	2	1	4	5	8	5	2	1	
122	121	144	145	170	197	196	169	170	173	148	125	104	101	82	65	64	65	50	37	36	37	40	29	34	25	32	25	18	13	8	13	20	17	26	25	16	17	20	29	34	25	18	13	10	9	4	5	2	1	
170	157	180	205	194	221	212	205	178	185	160	153	130	137	116	125	106	89	100	85	72	61	50	41	34	45	40	37	36	49	50	37	40	53	58	45	34	29	26	17	20	25	18	13	10	9	4	1	2	1	
74	65	58	53	40	29	20	13	18	13	8	5	10	17	16	9	10	17	20	25	32	41	50	61	74	85	98	85	74	61	52	45	34	25	20	29	26	17	16	17	20	25	18	13	8	5	2	1	2	1	
82	65	68	85	90	109	104	125	148	145	122	101	100	101	104	85	68	65	64	49	50	53	40	37	36	37	50	53	40	45	52	65	74	61	50	41	52	45	40	53	50	37	26	17	16	9	10	5	2	1	
290	269	296	277	260	245	232	261	274	305	320	353	338	373	388	425	410	397	386	349	314	305	272	241	212	185	178	153	130	125	104	101	82	65	50	53	40	37	26	29	34	41	32	25	20	13	8	5	2	1	
160	153	130	137	116	109	104	85	82	65	50	53	40	37	36	49	64	81	100	101	82	65	50	37	26	17	16	25	26	17	20	13	18	25	34	45	52	41	50	41	32	25	34	29	26	25	16	9	4	1	
260	233	208	193	170	185	202	181	200	181	202	221	244	225	208	193	170	157	136	117	130	113	98	85	74	65	58	53	50	49	36	37	26	25	26	17	16	9	10	13	20	25	18	13	10	5	8	5	2	1	
82	81	82	65	50	49	36	25	16	9	10	13	20	25	18	25	32	41	52	61	74	65	58	45	40	29	20	17	26	37	36	49	50	53	58	45	52	41	32	25	20	29	26	25	16	9	10	5	2	1	
562	585	544	521	482	445	468	505	530	557	520	549	580	545	514	485	458	425	400	369	346	317	296	277	250	233	208	185	170	149	136	117	130	113	100	85	74	65	52	45	34	25	18	13	10	9	4	1	2	1	
50	53	40	37	26	29	20	25	34	41	52	65	74	61	72	61	74	65	80	89	106	97	116	109	130	125	104	85	90	73	58	45	52	41	34	25	20	29	26	17	16	17	10	9	10	5	2	5	4	1	
58	53	68	73	80	65	74	89	100	113	98	85	74	61	72	61	52	45	40	37	36	25	26	17	10	13	8	5	10	13	20	17	16	17	10	13	18	25	32	25	34	29	20	13	8	5	2	5	4	1	
256	225	196	197	170	169	170	197	226	229	200	173	178	153	130	125	104	101	100	121	122	145	144	145	122	125	130	109	104	101	82	81	64	49	50	37	36	25	16	17	10	9	4	5	10	13	8	5	2	1	
32	41	50	61	72	85	74	89	106	97	90	85	82	65	68	73	58	45	40	37	50	49	50	65	64	81	82	101	104	85	68	53	40	37	36	25	26	29	34	25	18	13	10	9	4	5	2	1	2	1	
200	173	148	145	144	145	148	153	130	137	160	169	146	125	116	97	106	89	80	65	74	61	50	41	34	25	20	17	10	5	8	5	10	9	4	5	8	13	10	9	4	5	2	1	2	1	2	5	4	1	
52	45	34	41	32	41	34	25	20	13	18	25	20	17	10	5	4	9	10	17	16	25	36	37	50	49	50	53	40	45	34	25	32	25	20	17	26	25	16	17	10	9	4	5	10	13	8	5	2	1	
242	221	202	225	208	185	164	145	162	145	164	149	136	117	130	113	100	89	106	97	90	85	82	65	68	73	80	65	52	41	50	41	52	45	34	29	20	25	32	25	18	13	10	5	8	13	10	5	2	1	
512	481	514	485	452	421	394	365	338	365	394	369	340	313	290	317	346	377	356	325	306	277	250	225	208	185	164	149	170	157	146	137	116	125	136	117	100	85	72	61	50	41	34	29	26	17	16	9	4	1	
68	73	58	65	80	89	100	113	130	149	170	185	208	225	202	181	162	181	164	185	202	225	208	193	180	157	170	149	136	125	106	89	74	61	72	85	74	61	50	41	32	25	18	13	20	17	10	5	2	1	
136	149	170	157	146	125	106	97	80	65	58	53	40	45	52	41	34	29	26	25	36	49	50	65	68	73	58	53	40	37	26	17	16	9	10	17	20	25	32	41	52	45	40	29	20	13	8	5	2	1	
130	153	148	145	122	121	100	101	82	81	64	49	50	53	58	65	74	89	80	73	68	85	104	109	90	97	106	117	100	85	72	61	52	45	34	29	40	37	26	17	20	13	10	9	4	5	8	5	2	1	
628	585	562	521	500	481	464	425	442	461	482	445	424	389	356	325	296	269	250	233	208	185	170	149	136	157	146	137	116	125	106	89	74	85	72	61	50	41	32	25	20	13	18	25	20	13	8	5	2	1	
130	113	100	89	80	65	74	85	98	113	128	145	162	145	164	149	130	117	106	97	116	109	90	85	68	53	58	65	80	89	74	85	72	61	50	41	34	29	40	37	26	25	16	17	20	13	10	5	4	1	
362	325	324	325	362	365	370	333	298	265	234	205	200	197	170	169	144	121	100	81	82	65	50	37	40	29	20	25	18	13	10	5	2	5	10	9	16	25	36	37	26	17	20	13	8	5	2	5	4	1	
180	169	146	125	116	97	106	89	80	65	58	53	40	45	52	41	50	41	52	65	74	85	100	89	80	73	90	85	68	65	64	49	50	37	40	53	58	45	34	29	26	25	36	37	26	17	10	9	4	1	
164	185	170	193	208	225	244	265	288	265	290	269	250	225	202	181	164	149	136	117	100	85	74	61	50	41	52	45	40	29	20	17	10	13	18	13	10	5	4	1	2	5	4	9	16	17	10	5	2	1	
386	377	370	333	340	305	272	265	234	241	212	221	250	261	274	245	260	233	218	193	180	169	146	157	136	117	100	85	74	65	58	45	34	29	20	13	8	5	2	1	4	5	10	9	10	5	2	5	4	1	
40	29	34	25	20	17	10	13	18	13	20	29	40	45	58	53	50	49	64	81	82	65	68	73	58	53	50	37	40	45	34	29	26	25	16	17	10	9	10	5	2	5	4	1	2	5	8	5	4	1	
100	117	136	149	130	113	128	113	130	117	100	89	80	65	74	61	72	85	98	85	74	89	106	97	90	109	104	85	68	73	80	65	58	53	50	37	40	29	26	25	26	29	20	13	8	5	2	1	2	1	
208	185	164	149	130	117	136	157	170	193	180	205	194	169	146	137	130	109	90	85	104	101	122	125	148	145	144	145	148	153	130	109	90	73	68	53	40	45	58	65	52	41	34	29	20	17	16	9	4	1	
404	401	400	401	362	361	362	325	290	257	226	225	226	197	196	197	200	173	148	125	130	153	178	185	160	137	146	125	116	109	104	85	90	97	80	89	74	85	72	61	50	41	34	25	18	13	8	5	2	1	
208	233	218	193	170	149	136	157	180	169	160	137	130	125	122	101	100	101	82	65	64	81	82	85	90	73	80	97	106	89	100	85	72	61	74	65	52	45	40	29	26	17	10	5	4	5	2	1	2	1	
170	157	136	117	130	145	128	113	98	85	72	61	50	61	74	89	80	73	58	65	52	41	34	45	40	53	50	37	26	25	26	17	16	17	20	25	32	41	34	25	18	13	10	5	2	1	2	1	2	1	
10	13	8	5	10	9	16	25	26	37	50	53	40	29	20	13	18	25	32	41	52	65	80	73	68	85	90	109	104	125	148	145	122	101	82	65	64	81	82	85	68	53	40	29	20	17	10	5	4	1	
200	221	242	265	288	265	290	317	340	313	338	365	394	369	340	313	290	269	250	277	260	289	274	245	218	205	180	169	146	137	130	109	90	73	58	45	52	41	34	25	20	29	26	17	10	9	4	5	2	1	
260	265	234	241	212	185	178	173	148	125	122	121	100	101	82	81	64	65	50	53	58	73	80	89	106	117	100	113	98	85	74	89	80	73	58	65	52	41	32	25	20	29	40	37	26	17	10	5	2	1	
74	65	58	45	52	41	34	29	20	25	32	41	50	61	74	65	52	45	40	29	34	25	20	13	10	9	10	17	16	17	26	37	36	49	50	53	40	37	26	29	20	13	8	5	4	5	8	5	4	1	
8	5	10	17	26	25	16	17	20	29	34	45	40	53	58	73	80	65	74	61	52	41	32	41	34	29	40	37	36	25	26	17	10	13	20	25	18	13	10	9	4	1	2	1	2	5	4	1	2	1	
346	317	340	369	400	433	410	377	356	325	306	289	260	233	250	269	244	221	202	225	208	185	170	149	130	117	106	89	74	85	72	61	52	45	58	65	80	97	90	73	68	53	40	29	26	25	16	9	4	1	
148	125	130	153	160	185	194	169	146	137	116	109	90	85	82	65	64	65	68	73	58	53	50	49	50	53	40	37	36	37	26	29	20	17	16	25	26	29	20	25	32	25	18	13	8	5	4	1	2	1	
298	333	340	377	370	365	362	401	404	445	442	441	442	401	400	361	324	325	290	257	226	225	196	197	170	145	144	121	100	101	82	85	90	97	80	65	58	45	34	25	18	13	10	5	4	1	2	1	2	1	
122	101	82	85	104	125	148	153	160	137	116	97	106	89	80	65	58	45	34	25	32	41	52	61	74	85	98	85	100	117	106	89	74	61	50	41	34	29	20	17	26	25	16	17	10	5	4	1	2	1	
26	17	16	9	10	13	8	5	10	17	20	13	18	25	20	29	34	41	52	61	72	85	74	61	50	41	32	25	34	29	26	37	40	53	68	85	82	81	64	49	36	25	16	9	4	1	2	1	2	1	
170	157	146	137	116	97	106	125	136	149	130	113	98	85	74	65	58	45	52	41	32	25	20	13	10	9	10	17	20	13	18	25	32	25	34	41	50	61	74	65	52	41	34	29	20	13	8	5	4	1	
68	53	40	37	50	65	64	49	50	65	68	73	58	53	40	37	26	17	20	13	8	5	2	1	2	5	8	13	20	25	34	45	58	65	80	89	100	85	74	61	50	41	34	25	20	17	10	5	4	1	
130	109	90	97	106	117	136	157	170	185	202	181	162	145	164	149	130	113	100	89	80	65	74	61	52	45	58	53	40	37	26	17	10	13	20	25	34	41	50	61	52	45	40	29	20	17	10	9	4	1	
130	153	178	173	148	125	104	109	116	97	106	125	136	117	100	85	98	113	128	113	100	85	72	61	52	45	58	65	80	73	68	53	40	29	20	25	34	41	50	41	32	25	20	17	10	5	2	1	2	1	
16	9	10	13	18	25	32	41	50	41	52	45	34	29	20	17	10	9	4	5	8	13	20	25	18	25	32	41	34	45	40	37	50	65	64	65	68	53	40	29	20	17	16	17	10	5	4	5	2	1	
80	73	68	53	40	37	26	25	26	37	40	29	34	25	20	13	18	13	10	9	10	5	2	1	4	5	2	1	2	1	4	5	10	9	16	25	36	37	26	17	20	29	34	25	18	13	8	5	2	1	
122	125	104	109	90	97	116	137	146	169	180	157	170	193	208	185	164	145	128	113	130	149	136	125	106	89	80	65	52	41	32	25	18	25	34	45	40	53	50	37	36	25	26	29	20	17	10	5	4	1	
250	221	194	169	160	153	178	205	200	197	196	169	170	145	144	145	148	125	130	153	178	185	194	169	160	137	116	109	104	85	68	53	50	49	50	53	40	45	34	29	20	13	18	13	10	5	8	5	2	1	
160	169	194	185	178	205	234	265	272	241	212	221	250	281	292	261	274	289	306	277	260	233	218	245	232	205	180	157	136	125	106	89	74	65	52	45	40	29	20	17	26	25	26	17	16	9	4	5	2	1	
